,time,id,like,comment
2159,2020-02-17,複讀機天下第一,0,这也太热了。五星分期付款了
2172,2020-02-17,Bili地瓜,0,好像可以
2171,2020-02-17,Smile_912,0,咦？说不能留言？真的吗？
2170,2020-02-17,昔年大鸽鸽,0,哦豁
2169,2020-02-17,Bili地瓜,0,？？？
2168,2020-02-17,战魄之子,0,一楼
2167,2020-02-17,梦里云归何处是,0,来了
2166,2020-02-17,亖孽亖孽,0,
2165,2020-02-17,不知道叫什么名字好emm,0,在吗?出个防沉迷
2164,2020-02-17,牛板面,0,。。。
2163,2020-02-17,芥末不是高玩,0,"?我这，
没人吗"
2162,2020-02-17,重点脱贫对象,0,不如把钉钉拿去喂斯大林？
2161,2020-02-17,零二酱的达令,0,我觉得大家还是不要分期给五星了，毕竟人家也不容易啊
2160,2020-02-17,一点七三二妖,0,1
2158,2020-02-17,苜宿星,0,第一节网课英语视听说就是用钉钉视频会议上的，吃早餐吃到一半突然英语老师来电（距离上课还有半小时），吓得我一口稀饭喷到手机上，然后把赶紧电话挂了
2081,2020-02-17,苦恼的NH3,0,著   名    电      影   《上班的我   们    仨》
2157,2020-02-17,DoGmilk_神超,0,哈哈哈
2156,2020-02-17,LBK2510k,0,可以进军鬼畜区了
2155,2020-02-17,ING-C,0,不可以留言吗？
2154,2020-02-17,夜与雪,0,可以留言吗
2153,2020-02-17,爱吃西瓜的小石头,0,真的不行
2152,2020-02-17,MiMiCu,0,元首没戴口罩真不合群
2151,2020-02-17,夜紫WWW,0,哇，来抢板凳了
2150,2020-02-17,毛白杨丶,0,你钉起来真好听
2149,2020-02-17,SE-RA-PH,0,。。。
2148,2020-02-17,辰时茶,0,
2147,2020-02-17,鸣崇,0,人呢
2146,2020-02-17,是伺隙啊,0,up主觉得很淦。
2145,2020-02-17,达文西西西西西西,0,第一？
2173,2020-02-17,殷谶WYX,0,网课都结束了 你怎么又来了
2174,2020-02-17,最后的久旧,0,哈哈哈哈
2175,2020-02-17,膝盖捧大腿,0,没人？
2176,2020-02-17,御坂美琴I,0,1
2203,2020-02-17,月清缺,0,检测能否评论，不能的话分期五星，能的话看我心情
2202,2020-02-17,烟斗男孩,0,沙发啊哈哈哈哈哈
2201,2020-02-17,狗_某人,0,在？抽个免签卡
2200,2020-02-17,金鱼丨喵喵喵,0,热评就在眼前，想不出啥骚话
2199,2020-02-17,LHT02,0,没人吗？
2198,2020-02-17,XD-DL,0,学生不要乱看
2197,2020-02-17,大一号一号一一号,0,哈哈哈哼(ノ=Д=)ノ┻━┻
2196,2020-02-17,蟋蟀也吃兴奋剂,0,你好钉钉，明早六点半见
2195,2020-02-17,回溯Qlone,0,没有人吗
2194,2020-02-17,一由之,0,留言
2193,2020-02-17,JKRKKK,0,看到一半你就开始钉了，👴吐了
2192,2020-02-17,鸭仔酱OuO,0,第一？？
2191,2020-02-17,Mr-Fish,0,官方啊
2190,2020-02-17,拉格朗日中值钱,0,"本来大三的我对你们用丁丁我是幸灾乐祸的
结果老师说明天开始用腾讯课堂开直播
不说了我去刷五星好评了"
2189,2020-02-17,屋里良田,0,活整的多，粉涨的快。
2188,2020-02-17,该人已被封禁,0,只要来得早傻子都能上热评算了，要去上网课了。
2187,2020-02-17,高木三季不出不改名,0,600多个赞没一个评论？是我卡了吗？
2186,2020-02-17,从前有个傻乎乎,0,沙发
2185,2020-02-17,逍遥游灬随风,0,这是什么迷惑行为？
2184,2020-02-17,帅爆了的东凯,0,这只能怪那只蝙蝠
2183,2020-02-17,Dragon狙,0,元首也用钉钉上班了？
2182,2020-02-17,姓甘名罗,0,哈哈哈，第一次这么早，快乐！
2181,2020-02-17,这里是小夜暝,0,。睡觉
2180,2020-02-17,CHEESE4CAKE,0,安全复工，我已回到北京
2179,2020-02-17,阏莫离,0,第一
2178,2020-02-17,温一壶黄酒说梦,0,哈哈哈，我去给你打了个五星
2177,2020-02-17,此尔盖茨,0,建议改成：诶对不起，我还以为是是鬼畜区up猪
2144,2020-02-17,IF若宁,0,呀豁！
2143,2020-02-17,喻文州i丶,0,元首也没戴口罩却教训别人是屑
2142,2020-02-17,__神明不为情,0,叮
2111,2020-02-17,十一蛋郎,0,万能德语
2109,2020-02-17,账号已注销,0,占楼，这片天下属于我了，（明天还要上网课😂）
2108,2020-02-17,新一love,0,五星吧！看吧孩子逼成啥样了
2107,2020-02-17,斜阳隘,0,？？？我退出去看了看确定这是官方
2106,2020-02-17,下流梗不存在的灰原哀,0,沙发
2105,2020-02-17,中二少年胡秃秃,0,官方回复我啊
2104,2020-02-17,破喉咙来救你,0,评论都吃了
2103,2020-02-17,二中在押犯,0,。。。。。。
2102,2020-02-17,tulpa幻象师,0,五星分期党来啦
2101,2020-02-17,愫梧桐,0,万能德语
2100,2020-02-17,夜星空若现,0,?????
2099,2020-02-17,梦语oc,0,钉钉
2098,2020-02-17,D调切克闹,0,请问五星是要分期还是一次付清
2097,2020-02-17,乜菥菥菥Dorothy,0,不能发？？
2096,2020-02-17,克莱曼亭,0,空耳不错，抢个第一先
2095,2020-02-17,荆无邪,0,？？？
2094,2020-02-17,提早社畜的酒葫,0,你挺会玩啊
2092,2020-02-17,二笔君小盆友,0,哟
2091,2020-02-17,B型尤尔哈智能机械人,0,评论呢
2090,2020-02-17,又有腹肌了,0,不能留言？
2089,2020-02-17,I0后找猴睡,0,在？出个防沉迷？
2088,2020-02-17,一个靓名字,0,怎么秒删了
2087,2020-02-17,最终の御坂御坂,0,？？？
2086,2020-02-17,Busenfreund,0,怎么一条评论也没？？？
2085,2020-02-17,氧化钙你令堂,0,这只燕子真可爱，不如拿去河北省喂斯大林吧
2084,2020-02-17,陈浩婆娘,0,五星好评！下次一钉！
2083,2020-02-17,刺客老王cklw,0,哈哈哈哈哈哈哈
2082,2020-02-17,super梦斤,0,？额
2110,2020-02-17,xxinin嗝,0,第一！
2112,2020-02-17,Suaisuai张,0,元首: 这个广告我没打！
2141,2020-02-17,1劳斯,0,居然没人？
2113,2020-02-17,宁化一中学生会,0,用钉钉上课的学校来混个脸熟
2140,2020-02-17,飞科儿_永远滴神,0,服务器能不能升级我都回答不了问题
2139,2020-02-17,海马Official,0,。。。。
2138,2020-02-17,繆鸢尾,0,钉钉加油
2137,2020-02-17,TL天狼,0,哈哈哈哈
2136,2020-02-17,诸葛猛夫,0,不鬼畜自己就没评论
2135,2020-02-17,平子在线,0,我来得早，能给个热评吗？(=・ω・=)
2134,2020-02-17,风忆无心,0,啥
2133,2020-02-17,是残奈呀,0,哈哈哈哈哈哈哈哈哈哈哈哈哈
2132,2020-02-17,y小瓜,0,你个小机灵鬼，五星分期了啊
2131,2020-02-17,请叫我首页通知书,0,沙发
2130,2020-02-17,Diane_痕先森,0,"想不出骚话，那就提前拜个早年吧。
祝各位2021新年快乐。"
2129,2020-02-17,爱吃烧饼的老包子,0,难道我是第一个评论的？这钉钉也太惨了
2128,2020-02-17,讨厌DD,0,想要五星好评？叫你大哥支付宝来谈话！
2127,2020-02-17,주소연,0,热乎的官方
2126,2020-02-17,花葬半月,0,
2125,2020-02-17,烟斗男孩,0,
2124,2020-02-17,烟斗男孩,0,第一啊
2123,2020-02-17,坏透了的SoundXi,0,史上最可怜官方(ಥ_ಥ)，我们商量一下，弄个防沉迷怎么样？
2122,2020-02-17,糖果海啸,0,叮～已分期
2121,2020-02-17,吃花椒的苗酱,0,万能德语
2120,2020-02-17,紅葉纷飞,0,我发现了个啥
2119,2020-02-17,十一蛋郎,0,七分钟前，沙发
2118,2020-02-17,A逸濯,0,蛤！？我第一个钉钉太惨了吧
2117,2020-02-17,凉巷初酒,0,来了
2116,2020-02-17,瓜皮煎饼,0,哈哈哈哈哈哈哈哈哈
2115,2020-02-17,七濑遥夫人,0,是我卡了还是没人评论？？
2114,2020-02-17,墨-曜,0,23333
2446,2020-02-17,旧日宵行,0,没有评论？
2926,2020-02-17,scp-689黑暗中的祟神,0,熬夜党的胜禾（扶我起来，我明天还能上网课）
2448,2020-02-17,旧名字违规就离谱,0,为什么没有评论？！
2779,2020-02-17,灰冶HY,0,是沙发吗？
2792,2020-02-17,Ephemeral4,0,va♂♂♂n能德语
2791,2020-02-17,huya丶uzi,0,元首永不过期
2790,2020-02-17,Teclife,0,第一吗
2789,2020-02-17,某傲娇的御坂8848号,0,没评论?
2788,2020-02-17,LHT02,0,我怎么看不到评论。。。
2787,2020-02-17,梦阎lestre,0,怎么没有评论？
2786,2020-02-17,-橘-子-皮,0,官方鬼畜最为致命）(๑•ั็ω•็ั๑)
2785,2020-02-17,橙息Chency,0,没人qwq，好惨的官方
2784,2020-02-17,秋online,0,尴尬了，我为什么要在钉钉发的视频里@钉钉
2783,2020-02-17,如西内卡Q因,0,
2782,2020-02-17,浊酒稀靡,0,热乎乎的
2781,2020-02-17,十八岁的栩生,0,你好
2780,2020-02-17,輝夜姫の林,0,第一
2778,2020-02-17,蓝莓不是蓝梅,0,第一?！
2763,2020-02-17,沉默帝,0,别说了，打卡呢
2777,2020-02-17,wolf狼少,0,第一虽然我们学校用的zoom
2776,2020-02-17,未写完的暑假作业,0,沙发
2775,2020-02-17,LV鬼皇,0,可还行
2774,2020-02-17,橼菖蒲,0,前排
2773,2020-02-17,野良绯子,0,¿¿¿
2772,2020-02-17,我爱C站,0,
2771,2020-02-17,老子没有女朋友,0,在？开个防沉迷
2770,2020-02-17,wolf狼少,0,第一
2769,2020-02-17,もくのにっこう,0,好巧
2768,2020-02-17,柯苏南北,0,妈耶，我是第二个看到的
2767,2020-02-17,橙橙在这儿,0,少发
2766,2020-02-17,晚熟的西瓜,0,嗯？
2765,2020-02-17,停止幻想,0,嗯哼钉钉本尊？
2793,2020-02-17,永远喜欢mana,0,奇怪的草增加了
2794,2020-02-17,Xx-小可-xX,0,沙发？
2795,2020-02-17,502-Slience,0,写作业啦
2796,2020-02-17,複讀機天下第一,0,热！
2825,2020-02-17,试着拥有,0,nb
2824,2020-02-17,念帆forever,0,第一
2823,2020-02-17,试着拥有,0,？？？
2822,2020-02-17,两毛四同志,0,然而开学还是遥遥无期
2821,2020-02-17,Kc现任女友,0,两分钟前的钉钉欸
2820,2020-02-17,星火满天不知火,0,挺会整活啊
2819,2020-02-17,汐月的秘密,0,新鲜热乎的
2818,2020-02-17,qiaopihu,0,沙发
2817,2020-02-17,黄圆的小玉,0,第一？
2816,2020-02-17,密码是这个的全拼,0,"哇这视频做得真好
可惜不能五星分期付款"
2815,2020-02-17,花嫁中野三玖的老公,0,钉~
2814,2020-02-17,玖煵,0,
2813,2020-02-17,爱吃鱼的猫白,0,这一个个动态发的，活跃的像是高仿呢，p口罩好评，万能的德语。
2812,2020-02-17,TheYumo_丶,0,建议改成：元 首 的 愤 怒
2811,2020-02-17,HB_MOHSSP,0,惨 钉钉 惨
2810,2020-02-17,昵称含住非法字符,0,我评论的呢？？？
2808,2020-02-17,令和熟子,0,前排
2807,2020-02-17,绫丶歌,0,下次一钉
2806,2020-02-17,时间叫不醒的闹钟,0,看着你这么努力的份上，我打算多给你加一星
2804,2020-02-17,Wonderers,0,牛啊 还会做这个 没想到你是这样的钉钉
2803,2020-02-17,锅菌JUN,0,一楼
2802,2020-02-17,丿未Light,0,这个官方号才2级，大家快来欺负他
2801,2020-02-17,逍遥游灬随风,0,删评论？
2800,2020-02-17,幸小存,0,看我发现了什么
2799,2020-02-17,小铁菌,0,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
五星好评"
2798,2020-02-17,高帅的先知,0,11
2797,2020-02-17,T小西澳晓盼,0,钉钉可以
2764,2020-02-17,在下鸡皮疙瘩,0,刚刚！
2762,2020-02-17,时光凉人心owo,0,评论？？
2700,2020-02-17,禦昄美琴,0,大佬鬼畜最为致命😂😂
2716,2020-02-17,yourscom,0,第一？
2729,2020-02-17,倾丿城灬少年,0,1个赞学习一分钟
2728,2020-02-17,我的名称7个字,0,
2727,2020-02-17,折耳喵,0,哇偶！！住b站了！
2726,2020-02-17,MyFaith丶,0,前排五星分期
2725,2020-02-17,流水团の上单,0,今天你打卡签到了吗
2724,2020-02-17,华北铁咕咕,0,五星好评安排了奥，分五期付款
2723,2020-02-17,Rachel是块肉,0,wow
2722,2020-02-17,acd2233,0,1
2721,2020-02-17,知遇SQ,0,
2720,2020-02-17,10-10-10,0,第一  哦吼吼吼嘿嘿
2719,2020-02-17,小白的大冒险,0,还没评论吗Σ( ￣□￣||)&lt;
2718,2020-02-17,我能再吃一顿,0,前排
2717,2020-02-17,倒吊的空耳,0,这么多人聚集？还不通风？还不带个口罩？来人啊，都带走。
2715,2020-02-17,是难初,0,第一？我分期五星了
2761,2020-02-17,捕捉到一只奈纟生,0,热乎乎
2714,2020-02-17,隔壁老硬币,0,早早早
2713,2020-02-17,无糖是个受受受受受受,0,什麼時候來個防沈迷時間 半小時就好
2712,2020-02-17,夜蓝樨,0,转型成为鬼畜up主？
2711,2020-02-17,滑板的柯,0,？？？
2710,2020-02-17,小市民哟,0,
2709,2020-02-17,滑稽巨人,0,第一
2708,2020-02-17,-常楽,0,
2707,2020-02-17,沢年,0,害
2706,2020-02-17,-StarSkys-,0,第一
2705,2020-02-17,水掌Oof,0,转行了嘛
2704,2020-02-17,你当善良且有锋芒,0,刚刚让钉钉蹂躏完的年轻人
2703,2020-02-17,我是陈平安阿,0,前排 骚话说不出来
2702,2020-02-17,圆滚滚的肥啾,0,真就官方专业鬼畜
2730,2020-02-17,水先森的胖次,0,觉得害怕的同学们把害怕打到公屏上
2731,2020-02-17,怎么才能到LV5,0,来得早，不知道说什么，武汉加油
2732,2020-02-17,谁家白衣也少年,0,哇   第一第一
2733,2020-02-17,BLACK★R0CKSH00TER,0,第一
2760,2020-02-17,深夏之光,0,，，
2759,2020-02-17,茗丶丶丶,0,？？？
2758,2020-02-17,RaCumrte,0,我来了
2757,2020-02-17,孤凰丶紫霆,0,阿道夫也救不回你的⭐
2756,2020-02-17,若溟呀,0,沙发
2755,2020-02-17,一只废龟,0,是不是在吞评论..
2754,2020-02-17,唐夜游,0,盯钉叮
2753,2020-02-17,basaili,0,来了
2752,2020-02-17,akacometrue,0,前排
2751,2020-02-17,1264454,0,惊了
2750,2020-02-17,趙霖筱,0,来了来了
2749,2020-02-17,嗨DAWALISHIP,0,看来你已经不为一星而发愁了阿鸟鸟
2748,2020-02-17,若溟呀,0,沙发
2747,2020-02-17,风挡当当,0,"沙发，我第一个。
有一说一，热评和热评我必须上一个"
2746,2020-02-17,-月晨-,0,第一？
2745,2020-02-17,渠黄,0,默默占楼
2744,2020-02-17,basaili,0,来了来了
2743,2020-02-17,沈泽祥,0,这么有才的官方去哪里找啊
2742,2020-02-17,ump45牌钢板,0,唔。
2741,2020-02-17,最后六币的倔强,0,
2740,2020-02-17,可爱の伊蕾娜-,0,热乎
2739,2020-02-17,UNオーエン,0,鬼 畜 新 星
2738,2020-02-17,是放纵阿丶,0,一个星期没上网课我以为逃过一劫，结果刚刚收到信息说明天开始
2737,2020-02-17,华北铁咕咕,0,前排，打完卡的学生有钉钉看
2736,2020-02-17,嘤想吃大西瓜,0,诶嘿第一
2735,2020-02-17,-麦芽香-,0,沙发
2734,2020-02-17,10-10-10,0,第一  哦吼吼吼  嘿嘿
2826,2020-02-17,屎味屎,0,一分钟前！
2827,2020-02-17,顾静翕,0,钉钉 求生欲好强
2828,2020-02-17,宇智波五六柒,0,占个楼
2907,2020-02-17,昵称已存在红红火火恍恍惚惚,0,
2920,2020-02-17,隔壁老硬币,0,第一
2919,2020-02-17,讨厌烂梗你们可以骂了,0,？？？
2918,2020-02-17,栀子中栀子,0,(ﾟДﾟ≡ﾟдﾟ)!?Σ(ﾟдﾟ;)
2917,2020-02-17,Shawn-Cooper,0,妈妈我出息了，我居然看了钉钉播放量一千以内的视频
2916,2020-02-17,第666号萌新,0,鬼畜区up
2915,2020-02-17,Moreoverthan,0,钉钉～
2914,2020-02-17,柠檬茶茶啾,0,钉钉也开始搞鬼畜了？什么时候来个鬼畜网课？
2913,2020-02-17,仓鼠发射器,0,一楼？！
2912,2020-02-17,potpof,0,不 务 正 业
2911,2020-02-17,D_O_M,0,第一，嘿嘿嘿。五星好评
2910,2020-02-17,苦痛一萌新,0,五星好评已一次付清
2909,2020-02-17,亦筱灵,0,钉钉好惨，好好的一个发app用法教学的up被整的只能做鬼畜视频了，加油，我们也在用钉钉上网课，支持你！
2908,2020-02-17,钉钉科技官方账号,0,在正版官方面前我唯唯诺诺，不敢说话
2906,2020-02-17,眦菟na,0,他们聚众还不戴口罩！
2829,2020-02-17,哀木小苏,0,第一
2905,2020-02-17,宇达克尔斯,0,前排
2904,2020-02-17,白虞小鸽鸽,0,我爱钉钉！
2903,2020-02-17,捕捉到一只奈纟生,0,还热乎吗？
2902,2020-02-17,几式何,0,???
2901,2020-02-17,时光凉人心owo,0,五星来了
2900,2020-02-17,司辰晨,0,没人？
2899,2020-02-17,宇智波五六柒,0,哎呦没评论
2898,2020-02-17,化十耳火,0,五星
2897,2020-02-17,十八岁的栩生,0,我五星了
2896,2020-02-17,TheChayang,0,来了！
2895,2020-02-17,我是心情吖,0,1
2894,2020-02-17,摇摆战士,0,沙发
2893,2020-02-17,回旋的Telescope,0,钉钉:在不五星就召唤元首
2921,2020-02-17,玖羽清璇,0,woc，热乎的官方
2922,2020-02-17,-萌主利姆露-,0,这么不正经的吗
2923,2020-02-17,阿扎西-,0,
2924,2020-02-17,伞兵会游泳,0,哈哈哈，官方沙发
2954,2020-02-17,阿珍官方妻子,0,哦吼吼
2953,2020-02-17,_ツ_,0,害，我第一！
2950,2020-02-17,淡黄的诗朗诵,0,第一
2949,2020-02-17,唯爱萌智妍,0,
2948,2020-02-17,TonyBond,0,刚刚
2947,2020-02-17,我不叫柯基屁屁,0,第一！
2946,2020-02-17,傅夕颜,0,哇第一诶。加油武汉！！
2945,2020-02-17,Bryan_Cass,0,前排一星好评！
2944,2020-02-17,H_END人,0,1播放70赞什么鬼
2943,2020-02-17,一只仍然,0,第一！
2942,2020-02-17,Andy_Yeajer,0,太恶搞了吧
2941,2020-02-17,捕捉到一只奈纟生,0,⭐️⭐️⭐️⭐️⭐️
2940,2020-02-17,佛说_万物生,0,沙发
2939,2020-02-17,摩卡好可爱,0,在？我的防沉迷呢
2938,2020-02-17,预备小队长,0,还好还好，还是2级
2937,2020-02-17,想住在辉人的酒窝里,0,爸爸来了
2936,2020-02-17,太平药书,0,奇怪的知识增加了。
2935,2020-02-17,梦语忘忧,0,钉钉加油（反正我不用钉钉上课）
2934,2020-02-17,fan哥不平凡,0,我最快是不是减点作业？
2933,2020-02-17,西雨city,0,哦豁，沙发
2932,2020-02-17,泡泡汽泡水,0,五星好评一次付清
2931,2020-02-17,画风清奇的老蛇皮,0,钉钉不错了，钉钉太难了，各位给钉钉个五星吧
2930,2020-02-17,西雨city,0,嗯哼？
2929,2020-02-17,bili_81193436818,0,
2928,2020-02-17,白虞小鸽鸽,0,你们是魔鬼吗，刚发一分钟就有人看完了，，，，
2927,2020-02-17,晗黎斗Leedom,0,刚刚
1954,2020-02-17,日天e,0,"卧槽！
还热乎乎的！
我上了"
2892,2020-02-17,倾丿城灬少年,0,一个赞学习一分钟
2891,2020-02-17,梦秋qiu_,0,麻麻你看我抢到了什么！！！！！！
2890,2020-02-17,我是心情吖,0,2
2859,2020-02-17,北荒M,0,1？
2857,2020-02-17,阿尔泰山脉说唱明星,0,1星口罩 不能再多了
2856,2020-02-17,清风过世,0,来个首评
2855,2020-02-17,蚁狮,0,活 的 像 个 高 仿
2854,2020-02-17,淘机老油条,0,沙发
2853,2020-02-17,梦想成一条咸鱼,0,太惨了，居然没人
2852,2020-02-17,蓝字君_,0,第一？？？？？刚上完课，用的还是你
2851,2020-02-17,Ausin-,0,？？？
2850,2020-02-17,正义芳,0,钉钉的沙发
2849,2020-02-17,Dixon_帝声工坊,0,一楼！
2848,2020-02-17,10-10-10,0,第一  哦吼吼吼
2847,2020-02-17,司辰晨,0,最惨官方了
2846,2020-02-17,Luminous寶,0,你火了 宝贝儿
2845,2020-02-17,-月晨-,0,前排
2844,2020-02-17,厦大i,0,第一
2843,2020-02-17,烨绍翁yeswing,0,？！
2842,2020-02-17,才不会听你的呢,0,第一
2841,2020-02-17,秘籍辣稽,0,第。。第一？
2840,2020-02-17,深夏之光,0,，，，，，，，
2839,2020-02-17,夜晚年,0,第一
2838,2020-02-17,仲颖-,0,各国领导人发来贺电
2837,2020-02-17,TK_Music,0,祝钉钉越来越好！
2836,2020-02-17,南至屿她城,0,看我下，第一~
2835,2020-02-17,炸毛受梓诺,0,在？卸个钉钉
2833,2020-02-17,飞檐走壁女刺客,0,热评就在眼前，骚话说不出口
2832,2020-02-17,MyClivia,0,在 怎么不鬼畜了?
2831,2020-02-17,机智的的李大爷,0,哈哈，从今天开始我也要用钉钉啦
2830,2020-02-17,官方认定杰尼斯掌管者,0,第一？！
2858,2020-02-17,壹佰七,0,第一
2860,2020-02-17,劉小藍,0,就你叫钉钉啊！
2889,2020-02-17,木木君是学神,0,你就是那个魔鬼？
2861,2020-02-17,某9磅15便士的衬衫,0,明天早上英语听写，谢谢您嘞
2888,2020-02-17,大弦羽,0,前排？
2887,2020-02-17,vicki-le,0,下班吧
2886,2020-02-17,千宇玄,0,第一
2885,2020-02-17,此鱼非彼鱼c,0,
2884,2020-02-17,弟中弟就是你,0,第一，怎么搞
2883,2020-02-17,也澪_Official,0,第一？
2882,2020-02-17,对呀对呀你超可爱,0,第一，先来个一星活跃下气氛好啦
2881,2020-02-17,Aeoprcx_R,0,一分钟前！
2880,2020-02-17,微白安,0,热乎的
2879,2020-02-17,四蛋都怕我儿,0,前排带学生笑了
2878,2020-02-17,valyriann,0,第一？
2877,2020-02-17,Seven-728,0,沙发
2876,2020-02-17,迷境之里不归人,0,我是不是来太早了？能有热评么
2875,2020-02-17,藏山海晏,0,？？？
2874,2020-02-17,少一点的七分之三,0,黑人问号
2873,2020-02-17,挖掘机女侠大力,0,刚刚
2872,2020-02-17,富贵牡卍丹,0,新鲜出炉
2871,2020-02-17,もくのにっこう,0,第一?
2870,2020-02-17,请阴我队友,0,emm
2869,2020-02-17,三次元的维纳斯,0,！！！
2868,2020-02-17,dokidoki的yuri,0,钉钉还干这个
2867,2020-02-17,smallhoTT,0,刚刚
2866,2020-02-17,絔丶离,0,三连加一次性五星，看着办吧
2865,2020-02-17,陈年罐头不过期,0,第一？
2864,2020-02-17,一只废龟,0,？！第一
2863,2020-02-17,10-10-10,0,第一
2862,2020-02-17,卡列尼娜--烬燃,0,刚刚
2701,2020-02-17,砂轮砂先生,0,竟然是！
2699,2020-02-17,快乐的天天shiwo,0,666
2449,2020-02-17,-落花狼藉-,0,视频做的很好，我很高兴，这次的五星会一次付清，但是。。。。。为什么元首也没戴口罩
2528,2020-02-17,大喜same,0,但只有元首没戴口罩😷
2541,2020-02-17,小松松松丶,0,什么哦，还带删评论的吗
2540,2020-02-17,等一颗豆,0,可惜你莫得评论
2539,2020-02-17,多练苦弱放置飞升,0,钉 钉 同 化 大 成 功
2538,2020-02-17,x-o-r,0,不去刷好评来这刷b站，让我去看看评分上来没。
2537,2020-02-17,顺天顺天顺,0,在？我是一楼？
2536,2020-02-17,夜空还有星星,0,。。a
2535,2020-02-17,诗冉家の凯凯,0,哦吼
2534,2020-02-17,凉竝,0,第一
2533,2020-02-17,UMP-9,0,捞
2532,2020-02-17,P77Life,0,第一？
2531,2020-02-17,一位路人假,0,想要安全上斑让別人做好防护自己却不做的元首是屑
2530,2020-02-17,丶naKer,0,哟？
2529,2020-02-17,吉先锋,0,三连分三次可以吗
2527,2020-02-17,雨泽雨泽,0,沙发？？
2512,2020-02-17,玉米米米米子,0,在，免签卡发张。
2526,2020-02-17,是王也是林,0,？？？？？？
2525,2020-02-17,the_fattest_spx,0,0. 0
2524,2020-02-17,镜中伞,0,前排？
2523,2020-02-17,侯柒吖,0,大家早点睡明天还要上网课呢
2522,2020-02-17,ArgentumEX,0,来了来了 强占第一
2521,2020-02-17,其实是我dio哒-,0,第一
2520,2020-02-17,橙果橙果成果,0,捞一下
2519,2020-02-17,司马郎州,0,哈哈哈哈哈哈
2518,2020-02-17,疫苗出来了,0,员工爬去签到，学生爬去打卡
2517,2020-02-17,是のの呀不是的的,0,你这是打算从官方号入驻鬼畜区吗？
2516,2020-02-17,雪梨爱喝金汤力,0,你凉了
2515,2020-02-17,东北师范大学,0,您也是够惨的，好好一办公软件被喷成这样
2514,2020-02-17,6个硬币打了水花,0,第一？
2542,2020-02-17,hoyoli,0,文 艺 复 兴
2543,2020-02-17,aertic,0,3分钟前！
2544,2020-02-17,正儿八经曹某人,0,
2545,2020-02-17,想戳你的脸,0,热乎，烫手
2572,2020-02-17,忆梦-Z,0,
2571,2020-02-17,-哔哔叭哔啵哔-,0,虽然官方发了声明，但还是很多人用着用着摄像头发光啊
2570,2020-02-17,改名要六硬币是骗人的,0,哈哈没人
2569,2020-02-17,零度焰fire,0,好活！三连了（如果能少点作业我就四连）
2568,2020-02-17,屑灰耀不会开ma,0,第一哎。。。我好激动·，明天一次付清
2567,2020-02-17,云海中的星星,0,在?五星好评走一波?
2566,2020-02-17,蓬徕山輝夜,0,有内味了
2565,2020-02-17,王大隆,0,第一
2564,2020-02-17,蒂森-克虏伯,0,"我给你差评了
因为无聊"
2563,2020-02-17,星缸里的light,0,第一，万能俄语，哈哈哈哈哈“妨碍咱的都是渣渣”
2562,2020-02-17,蒋丞_选手-,0,没评论吗哈哈哈哈哈
2561,2020-02-17,小李小李最后是你,0,小小的眼睛大大的问号
2560,2020-02-17,不要小橘猫,0,沙发
2559,2020-02-17,Arak1,0,蛤，刚发现两分钟前
2558,2020-02-17,啊咧干嘛勒,0,什么？元首也用钉钉？？？？
2557,2020-02-17,carrry小毒,0,万能的德语
2556,2020-02-17,侯柒吖,0,大家早点睡，明天还要上网课
2555,2020-02-17,杂役998,0,"复工（✘）
推广钉钉（✔）"
2554,2020-02-17,牧年无悔,0,我是第一嘛
2553,2020-02-17,蜗牛村村长,0,前排，刚刚去应用商店给了五星
2552,2020-02-17,滑稽360,0,嘿嘿
2551,2020-02-17,草帽飞呀飞,0,
2550,2020-02-17,风口风阀,0,嗯哼嗯哼？
2549,2020-02-17,怒ったのか没有哦,0,太好了，一星好评！
2548,2020-02-17,AMX-30B,0,整活？
2547,2020-02-17,shinichi_-,0,话说这么多点赞都没评论的吗
2546,2020-02-17,柴qio,0,？
2513,2020-02-17,宫陌陌,0,第一?
2511,2020-02-17,-LRF-,0,官方鬼畜
2698,2020-02-17,凌安玖er,0,抢个前排企图上热评吧
2464,2020-02-17,86驾驶员,0,啊，如此木大的钉钉！
2477,2020-02-17,比u比u比ufighting,0,八分钟之前的钉钉还热乎，钉钉这么努力，给个一星好评吧
2476,2020-02-17,朝雾之少女,0,给爷置顶
2475,2020-02-17,蓝莓味的卓,0,666
2474,2020-02-17,一索的哔哩,0,害
2473,2020-02-17,木柴oniityan,0,哈哈哈啊哈哈哈口
2472,2020-02-17,佛系玩家小玄,0,说得很好 👴🏿这就去和元首对线
2471,2020-02-17,在下顾盼生,0,太狠了
2470,2020-02-17,優钛晶,0,ding
2469,2020-02-17,常瑞Ya,0,安全第一。
2468,2020-02-17,毛神工业,0,恰饭……不是，这是要饭啊
2467,2020-02-17,申诉成功就开会员,0,空着也是空着，发个先
2466,2020-02-17,佛系玩家小玄,0,👴🏿❤️了 👴🏿👴🏻这就去和元首对线 争取早日复工
2465,2020-02-17,FLY云中飞兔,0,评论呢？
2463,2020-02-17,带雷瑟呢,0,后排！
2510,2020-02-17,钉钉,0,钉钉搞事情啊
2462,2020-02-17,dadadav8,0,没错我住在钉钉
2461,2020-02-17,懒人要修仙,0,？？？
